City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
153,qaqortoq,60.7167,-46.0333,-3.26,70,54,4.11,GL,1699738419
154,stanley,54.868,-1.6985,4.6,95,75,1.03,GB,1699738449
155,kosh-agach,50.0,88.6667,-8.72,94,97,0.45,RU,1699738908
156,newman,37.3138,-121.0208,21.8,37,68,1.34,US,1699738377
157,alice springs,-23.7,133.8833,25.75,57,5,3.6,AU,1699738286
158,klyuchi,52.2667,79.1667,4.2,80,100,5.45,RU,1699738457
159,kurumkan,54.3,110.3,-9.37,71,42,0.45,RU,1699738909
160,port macquarie,-31.4333,152.9167,24.94,69,10,5.24,AU,1699738909
161,hasaki,35.7333,140.8333,10.22,74,100,6.9,JP,1699738569
162,fort st. john,56.2499,-120.8529,4.94,60,75,5.66,CA,1699738909
163,pattaya,12.9333,100.8833,28.3,82,100,1.48,TH,1699738729
164,el porvenir,13.7617,-87.3458,27.63,80,71,2.0,HN,1699738667
165,prince albert,53.2001,-105.7677,2.97,65,75,6.17,CA,1699738910
166,mogok,22.9167,96.5,14.78,87,0,0.65,MM,1699738910
167,hawaiian paradise park,19.5933,-154.9731,24.85,88,100,3.6,US,1699738398
168,smithers,54.7804,-127.1743,4.18,81,100,1.54,CA,1699738910
169,la passe,45.5549,-0.8967,14.99,95,100,10.13,FR,1699738436
170,constantia,44.1833,28.65,9.38,63,51,11.99,RO,1699738294
171,kununurra,-15.7667,128.7333,23.99,94,40,2.57,AU,1699738690
172,cidreira,-30.1811,-50.2056,22.18,90,100,4.37,BR,1699738595
173,kavaratti,10.5669,72.642,28.79,71,99,1.54,IN,1699738911
174,ciudad bolivar,8.1222,-63.5497,31.78,45,51,2.45,VE,1699738911
175,corinth,37.9407,22.9573,16.61,74,77,3.01,GR,1699738911
176,klina,42.6217,20.5778,9.75,78,0,1.1,XK,1699738912
177,sihanoukville,10.6093,103.5296,25.97,89,40,1.54,KH,1699738912
178,antofagasta,-23.65,-70.4,18.6,71,22,4.43,CL,1699738332
179,choma,-16.8065,26.9531,21.14,32,23,1.51,ZM,1699738912
180,hermanus,-34.4187,19.2345,16.23,80,65,4.09,ZA,1699738435
181,princeville,45.7668,-61.2985,4.06,93,100,1.54,CA,1699738913
182,ornskoldsvik,63.2909,18.7153,-1.47,86,100,5.14,SE,1699738913
183,vilyuchinsk,52.9306,158.4028,1.15,72,58,17.59,RU,1699738443
184,polyarnyy,69.1989,33.4478,-5.71,93,92,2.6,RU,1699738530
185,cuddalore,11.75,79.75,26.72,72,100,4.86,IN,1699738913
186,arar,30.9753,41.0381,20.01,24,0,4.12,SA,1699738913
187,cockburn town,21.4612,-71.1419,28.24,74,90,10.02,TC,1699738499
188,quang ngai,15.1167,108.8,23.62,92,9,1.96,VN,1699738914
189,jean-rabel,19.8533,-73.1917,28.91,68,38,7.65,HT,1699738914
190,santa cruz,-17.8,-63.1667,36.7,43,20,10.29,BO,1699738796
191,fort-shevchenko,44.5086,50.263,8.99,64,18,5.77,KZ,1699738914
192,cabo san lucas,22.8909,-109.9124,30.84,57,0,5.14,MX,1699738205
193,vanimo,-2.6741,141.3028,26.48,89,100,2.18,PG,1699738732
194,cuneo,44.3973,7.5445,6.95,73,41,2.57,IT,1699738915
195,spas-klepiki,55.1347,40.1767,4.96,87,100,3.61,RU,1699738915
196,carnarvon,-24.8667,113.6333,21.31,76,90,5.39,AU,1699738542
197,arteche,12.2645,125.4048,26.15,86,70,1.7,PH,1699738915
198,sittwe,20.15,92.9,22.45,82,5,2.75,MM,1699738915
199,nagqu,31.5,92.0,-5.42,61,100,5.41,CN,1699738737
200,quiberon,47.4841,-3.1196,15.6,94,100,9.83,FR,1699738916
201,tifton,31.4505,-83.5085,15.84,94,100,3.09,US,1699738668
202,petropavlovsk-kamchatsky,53.0452,158.6483,0.33,98,20,8.0,RU,1699738493
203,atar,20.5169,-13.0499,24.98,16,29,3.06,MR,1699738916
204,vohenstrauss,49.6238,12.3381,3.34,91,99,3.72,DE,1699738916
205,chibougamau,49.9168,-74.3659,-4.21,80,100,2.57,CA,1699738862
206,isafjordur,66.0755,-23.124,1.29,87,100,2.34,IS,1699738403
207,leninskoye,41.7589,69.3864,7.3,82,100,5.55,KZ,1699738746
208,kabalo,-6.05,26.9167,20.74,97,98,0.11,CD,1699738917
209,pandan,14.0453,124.1694,26.86,81,98,3.11,PH,1699738917
210,thompson,55.7435,-97.8558,2.09,75,75,3.6,CA,1699738576
211,fagersta,60.0042,15.7932,3.25,96,100,3.6,SE,1699738918
212,al matlin,37.2452,10.05,18.77,70,95,8.82,TN,1699738918
213,lashio,22.9333,97.75,15.1,98,13,0.81,MM,1699738918
214,vadso,70.0744,29.7487,-1.91,86,75,4.12,NO,1699738776
215,longyearbyen,78.2186,15.6401,-2.09,64,75,5.66,SJ,1699738353
216,tendo,38.3536,140.3697,4.48,82,78,0.36,JP,1699738918
217,santa eularia des riu,38.9846,1.5341,22.23,62,0,8.23,ES,1699738919
218,san pedro pochutla,15.7333,-96.4667,32.84,61,24,2.9,MX,1699738919
219,birjand,32.8663,59.2211,8.26,42,0,4.12,IR,1699738919
220,bol'shoy kamen',43.1225,132.3583,-7.35,60,3,5.71,RU,1699738919
221,hadibu,12.65,54.0333,26.53,86,100,6.07,YE,1699738550
222,enewetak,11.3474,162.3373,28.25,76,74,6.65,MH,1699738483
223,weno,7.4515,151.8468,27.97,89,75,2.06,FM,1699738606
224,atafu village,-8.5421,-172.5159,28.82,75,51,3.53,TK,1699738491
225,buritis,-15.6178,-46.4233,31.52,26,89,0.87,BR,1699738920
226,ribeira grande,38.5167,-28.7,20.22,94,75,8.05,PT,1699738482
227,bahawalpur,29.4,71.6833,19.47,49,0,1.18,PK,1699738920
228,puerto ayora,-0.7393,-90.3518,28.98,87,78,4.02,EC,1699738411
229,pula,44.8683,13.8481,5.31,93,21,2.06,HR,1699738920
230,lagoa,39.05,-27.9833,19.03,83,100,8.17,PT,1699738783
231,labrador city,52.9463,-66.9114,-5.05,80,100,6.17,CA,1699738640
232,necochea,-38.5473,-58.7368,17.67,64,1,0.28,AR,1699738921
233,alofi,-19.0595,-169.9187,22.94,94,100,8.75,NU,1699738540
234,andergrove,-21.0833,149.1833,24.8,61,51,6.37,AU,1699738922
235,kashmar,35.2383,58.4656,12.61,51,46,2.77,IR,1699738922
236,erenhot,43.6475,111.9767,-9.64,51,5,3.36,CN,1699738922
237,sao felix do xingu,-6.6447,-51.995,26.99,65,91,1.34,BR,1699738634
238,walvis bay,-22.9575,14.5053,17.53,77,97,0.0,NA,1699738922
239,sestri levante,44.2732,9.3968,13.69,77,85,0.45,IT,1699738923
240,dudinka,69.4058,86.1778,-6.32,96,100,4.02,RU,1699738485
241,sao vicente,-23.9631,-46.3919,37.1,54,0,1.54,BR,1699738833
242,tanumah,27.1,44.1333,20.99,29,21,2.83,SA,1699738923
243,palikir - national government center,6.9248,158.1611,26.41,94,100,1.54,FM,1699738696
244,dedovichi,57.5517,29.9502,6.11,90,100,3.21,RU,1699738924
245,paraiso,9.8383,-83.8656,22.95,97,100,1.5,CR,1699738925
246,mimizan,44.2006,-1.2289,18.47,89,100,10.44,FR,1699738925
247,kill devil hills,36.0307,-75.676,14.99,62,100,3.6,US,1699738925
248,dukhovnitskoye,52.4828,48.2137,4.21,87,45,2.87,RU,1699738926
249,san justo,-30.7891,-60.5919,30.55,46,24,3.58,AR,1699738926
250,contamana,-7.3333,-75.0167,35.65,36,55,1.56,PE,1699738926
251,essaouira,31.5125,-9.77,21.72,56,80,2.06,MA,1699738926
252,zheleznodorozhnyy,55.7503,38.0042,4.64,83,100,4.02,RU,1699738704
253,ilulissat,69.2167,-51.1,-6.99,42,100,3.6,GL,1699738418
254,i-n-salah,27.1935,2.4607,23.12,25,0,4.68,DZ,1699738927
255,tazacorte,28.629,-17.9293,21.75,87,100,5.66,ES,1699738927
256,subiaco,41.9254,13.0941,12.22,80,83,1.79,IT,1699738927
257,kirakira,-10.4544,161.9205,26.95,85,100,4.49,SB,1699738736
258,acapulco de juarez,16.8634,-99.8901,29.59,70,6,2.98,MX,1699738806
259,jingdezhen,29.2947,117.2079,11.24,92,100,2.48,CN,1699738928
260,sisimiut,66.9395,-53.6735,-6.53,89,100,5.9,GL,1699738616
261,khorugh,37.4897,71.553,4.21,47,100,1.01,TJ,1699738928
262,presidente prudente,-22.1256,-51.3889,35.75,24,0,1.03,BR,1699738929
263,oodweyne,9.4092,45.064,22.39,66,100,4.78,SO,1699738929
264,thunder bay,48.4001,-89.3168,1.99,87,100,0.0,CA,1699738778
265,pingzhuang,42.0372,119.2889,-10.61,83,21,1.53,CN,1699738929
266,puerto real,36.5282,-6.1901,17.92,94,0,3.6,ES,1699738929
267,la'ie,21.6477,-157.9253,29.98,74,41,4.02,US,1699738930
268,san antonio de pale,-1.4014,5.6325,26.24,83,100,4.98,GQ,1699738385
269,yuzhno-kurilsk,44.0306,145.8556,2.43,80,38,6.63,RU,1699738578
270,ambodifotatra,-16.9833,49.85,25.06,79,96,9.5,MG,1699738930
271,pirapora,-17.345,-44.9419,28.02,33,62,0.94,BR,1699738930
272,tosontsengel,48.7567,98.2839,-23.96,84,42,0.22,MN,1699738931
273,tsiombe,-25.3,45.4833,20.55,68,0,6.59,MG,1699738670
274,klofta,60.0667,11.15,0.82,100,75,3.6,NO,1699738931
275,pangai,-19.8,-174.35,23.06,88,75,8.75,TO,1699738640
276,vorgashor,67.5833,63.95,-6.79,97,100,4.08,RU,1699738491
277,uturoa,-16.7333,-151.4333,27.39,80,96,5.12,PF,1699738493
278,nantucket,41.2835,-70.0995,8.06,65,0,4.12,US,1699738932
279,tual,-5.6667,132.75,27.87,78,83,4.32,ID,1699738594
280,kenai,60.5544,-151.2583,-1.06,97,0,1.54,US,1699738696
281,salinopolis,-0.6136,-47.3561,27.51,75,9,6.43,BR,1699738705
282,lihue,21.9789,-159.3672,28.58,71,100,5.14,US,1699738489
283,la libertad,-2.2333,-80.9,24.81,78,100,3.6,EC,1699738932
284,west bay,19.3667,-81.4167,31.04,80,20,6.17,KY,1699738801
285,kapa'a,22.0752,-159.319,28.99,77,100,5.14,US,1699738613
286,melekeok village,7.4957,134.6367,26.31,89,100,4.12,PW,1699738710
287,cadale,2.7603,46.3222,25.88,86,92,3.05,SO,1699738526
288,kapuskasing,49.4169,-82.4331,-1.95,93,75,3.6,CA,1699738933
289,zapolyarnyy,69.4154,30.8136,-10.4,100,100,1.35,RU,1699738933
290,bardsir,29.9227,56.5743,11.25,27,99,1.0,IR,1699738933
291,bubaque,11.2833,-15.8333,28.65,63,100,3.65,GW,1699738832
292,nyurba,63.2842,118.3319,-11.3,92,79,3.1,RU,1699738934
293,las lomitas,-24.7096,-60.593,43.04,19,81,5.15,AR,1699738934
294,al muwayh,22.4333,41.7583,22.01,30,46,5.21,SA,1699738934
295,moree,-29.4667,149.85,23.49,59,5,6.08,AU,1699738934
296,kirensk,57.7853,108.1119,-12.8,92,33,1.79,RU,1699738934
297,angaur state,6.906,134.13,28.91,73,100,6.73,PW,1699738935
298,monterey,36.2505,-121.2516,23.43,18,70,0.82,US,1699738817
299,gizo,-8.103,156.8419,27.58,74,100,7.25,SB,1699738935
300,bernardo de irigoyen,-26.2552,-53.6458,24.26,82,73,1.74,AR,1699738935
301,ust-nera,64.5667,143.2,-33.5,98,74,1.68,RU,1699738618
302,nakama,33.8167,130.7,13.92,83,100,1.34,JP,1699738935
303,brandon,27.9378,-82.2859,32.18,62,0,3.09,US,1699738565
304,kulhudhuffushi,6.6221,73.07,27.75,76,100,2.26,MV,1699738936
305,brisas barra de suchiate,14.55,-92.2167,32.1,75,9,2.2,MX,1699738936
306,mar del plata,-38.0023,-57.5575,25.01,77,0,3.6,AR,1699738936
307,preobrazheniye,42.9019,133.9064,-5.4,61,0,3.62,RU,1699738936
308,farshut,26.0549,32.1633,27.56,38,100,1.82,EG,1699738937
309,praia da vitoria,38.7333,-27.0667,20.14,83,20,6.97,PT,1699738510
310,lingyuan,41.24,119.4011,-6.98,61,52,1.65,CN,1699738937
311,ciudad lazaro cardenas,17.9583,-102.2,29.01,70,4,3.36,MX,1699738937
312,marksville,31.128,-92.0662,14.47,88,100,3.64,US,1699738937
313,punta arenas,-53.15,-70.9167,8.06,57,0,8.75,CL,1699738600
314,amga,60.8953,131.9608,-10.98,95,100,2.19,RU,1699738938
315,rebrikha,53.0733,82.3408,1.65,89,100,4.29,RU,1699738938
316,iwanai,42.9744,140.5089,0.88,80,100,5.52,JP,1699738763
317,port-vila,-17.7338,168.3219,21.78,94,100,3.6,VU,1699738938
318,nagai,38.1036,140.035,3.83,83,95,0.81,JP,1699738938
319,rosarito,32.3333,-117.0333,29.4,28,0,5.47,MX,1699738607
320,fort bragg,35.139,-79.006,11.92,87,100,2.06,US,1699738421
321,floro,61.5996,5.0328,5.54,75,29,3.6,NO,1699738939
322,dryden,49.7833,-92.7503,-1.84,80,100,3.6,CA,1699738615
323,isangel,-19.55,169.2667,25.06,65,15,4.12,VU,1699738667
324,belmonte,-15.8631,-38.8828,25.32,78,0,5.35,BR,1699738939
325,mohr,54.3528,9.7167,6.09,96,38,2.06,DE,1699738939
326,kruisfontein,-34.0033,24.7314,14.96,76,6,7.43,ZA,1699738523
327,lufilufi,-13.8745,-171.5986,31.88,76,56,5.11,WS,1699738940
328,cassilandia,-19.1133,-51.7342,32.09,18,60,1.64,BR,1699738940
329,miles city,46.4083,-105.8406,12.54,37,0,4.12,US,1699738471
330,hinton,53.4001,-117.5857,3.19,59,100,3.16,CA,1699738941
331,kentau,43.5206,68.5094,5.73,66,33,3.0,KZ,1699738941
332,vila do maio,15.1333,-23.2167,25.44,68,13,4.95,CV,1699738941
333,praia,14.9215,-23.5087,25.3,78,12,6.69,CV,1699738941
334,murashi,59.3999,48.9615,-0.8,93,97,2.49,RU,1699738941
335,burutu,5.3509,5.5076,26.24,85,72,2.95,NG,1699738941
336,laayoune,27.1622,-13.2032,21.19,100,0,7.72,EH,1699738713
337,taroa,8.7058,171.2275,28.23,81,98,6.91,MH,1699738942
338,cururupu,-1.8283,-44.8683,24.94,83,4,1.83,BR,1699738942
339,puerto baquerizo moreno,-0.9,-89.6,27.55,65,40,6.17,EC,1699738691
340,nabire,-3.3667,135.4833,25.5,77,84,2.35,ID,1699738942
341,santa rosalia,27.3167,-112.2833,23.49,35,0,5.23,MX,1699738942
342,santo antonio do ica,-3.1022,-67.9397,29.66,67,100,0.66,BR,1699738943
343,labytnangi,66.6572,66.4183,-9.68,97,72,2.41,RU,1699738943
344,brookings,44.3114,-96.7984,11.81,51,0,4.12,US,1699738819
345,cholpon-ata,42.6494,77.0823,3.03,45,100,0.52,KG,1699738943
346,awjilah,29.1081,21.2869,21.01,44,0,2.71,LY,1699738515
347,dossor,47.5272,52.9811,4.8,69,0,2.3,KZ,1699738944
348,anton lizardo,19.05,-95.9833,29.12,82,1,9.65,MX,1699738944
349,yemetsk,63.4721,41.7941,-1.62,96,95,2.11,RU,1699738944
350,margate,51.3813,1.3862,4.94,72,76,2.13,GB,1699738944
351,mahdia,35.5047,11.0622,19.97,66,37,5.41,TN,1699738556
352,crane,31.3974,-102.3501,14.8,66,85,3.07,US,1699738490
353,tamluk,22.3,87.9167,20.84,65,1,2.61,IN,1699738945
354,gazojak,41.1875,61.4036,7.55,55,0,2.89,TM,1699738945
355,fortuna,40.5982,-124.1573,18.85,61,0,3.09,US,1699738679
356,norfolk,42.1668,-71.2495,8.22,53,2,2.81,US,1699738887
357,gagliano del capo,39.8442,18.3695,16.68,63,23,4.63,IT,1699738945
358,hamilton,39.1834,-84.5333,10.73,51,0,4.12,US,1699738850
359,maceio,-9.6658,-35.7353,25.69,78,20,2.57,BR,1699738733
360,borogontsy,62.6683,131.1683,-21.5,99,100,1.47,RU,1699738689
361,la huacana,18.9667,-101.8167,30.97,55,14,1.81,MX,1699738946
362,sos'va,59.1766,61.8558,1.7,90,100,2.68,RU,1699738946
363,jiwani,25.05,61.7417,25.9,55,68,2.25,PK,1699738946
364,wenchang,30.904,118.4887,8.78,91,100,4.19,CN,1699738947
